id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,location
270.0,251987,7,0,4,0.0862,0.839,0.72,0.00697,0.0772,-4.135,0.0483,0.203,122.993,15
271.0,252301,5,0,4,0.0462,0.35,0.97,1.47e-05,0.133,-0.358,0.0467,0.239,140.004,9
272.0,244360,4,0,4,0.695,0.445,0.537,1.6e-05,0.0944,-8.532,0.04,0.131,122.764,10
273.0,240333,0,1,4,0.123,0.478,0.633,0,0.41,-6.19,0.0345,0.287,89.909,11
274.0,241760,0,1,4,0.0738,0.503,0.815,0,0.751,-7.824,0.0387,0.452,142.467,11
275.0,244360,4,0,4,0.695,0.445,0.537,1.6e-05,0.0944,-8.532,0.04,0.131,122.764,9
276.0,251987,7,0,4,0.0862,0.839,0.72,0.00697,0.0772,-4.135,0.0483,0.203,122.993,10
277.0,266200,2,1,4,0.148,0.691,0.718,4.71e-05,0.108,-8.457,0.0317,0.934,110.621,11
278.0,284560,2,1,4,0.242,0.655,0.55,0.000139,0.105,-11.044,0.0304,0.53,106.04,11
279.0,203160,11,1,4,0.749,0.558,0.513,0,0.0901,-9.182,0.032,0.772,163.793,14
280.0,225333,7,1,4,0.0229,0.665,0.82,0,0.08,-9.817,0.0359,0.367,105.072,10
281.0,240796,9,1,4,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,0.313,117.985,10
282.0,235400,11,0,4,0.429,0.605,0.868,0.0714,0.0509,-4.519,0.081,0.501,122.045,10
283.0,259240,7,1,4,0.0454,0.503,0.825,1.55e-05,0.714,-7.124,0.0494,0.29,98.404,10
284.0,233351,11,0,0,0.97,0,0.0111,0.466,0.0794,-26.366,0,0,0,9
285.0,259144,1,1,4,0.623,0.645,0.658,1.91e-05,0.107,-6.625,0.0532,0.19,77.021,10
286.0,172817,0,0,4,0.0918,0.779,0.601,0.876,0.0994,-8.209,0.157,0.0676,177.81,9
287.0,344160,10,1,4,0.675,0.551,0.12,0.00114,0.113,-15.684,0.0369,0.0687,126.953,10
288.0,164373,9,1,3,0.594,0.466,0.531,0.000186,0.101,-7.045,0.0329,0.233,133.847,10
289.0,369040,1,0,4,0.103,0.436,0.534,0.00643,0.507,-9.416,0.0773,0.325,122.822,10
290.0,202227,11,0,4,0.305,0.672,0.748,0,0.0811,-5.922,0.0589,0.964,163.984,9
291.0,270893,10,1,4,0.355,0.856,0.755,0.000621,0.145,-5.691,0.0331,0.842,123.883,10
292.0,570203,3,0,4,0.806,0.399,0.999,0.889,0.945,-19.593,0.0371,0.0085,72.763,9
293.0,198547,2,0,4,0.619,0.626,0.414,0,0.104,-10.505,0.0484,0.326,137.123,10
294.0,183213,4,0,5,0.902,0.233,0.468,4.45e-05,0.578,-6.362,0.0298,0.16,95.949,11
295.0,309480,7,1,3,0.442,0.59,0.375,0.00175,0.114,-11.064,0.0271,0.195,113.853,10
296.0,229747,7,1,4,0.854,0.668,0.388,4.37e-06,0.0673,-10.327,0.0292,0.497,122.641,5
297.0,112933,5,1,4,0.0424,0.874,0.643,0.0003,0.0967,-10.383,0.0312,0.797,101.525,9
298.0,142133,7,1,4,0.293,0.612,0.83,0.000161,0.0829,-6.818,0.038,0.905,96.523,10
299.0,288333,8,0,4,0.575,0.624,0.653,0,0.104,-6.582,0.176,0.565,73.884,10
300.0,288838,7,1,4,0.0388,0.712,0.489,0,0.105,-10.11,0.328,0.164,72.813,6
301.0,393427,11,1,4,0.139,0.797,0.891,0.912,0.306,-14.709,0.067,0.698,130.011,11
302.0,214027,10,0,4,0.0192,0.763,0.837,0.811,0.247,-11.823,0.0585,0.858,159.952,9
303.0,259000,0,0,4,0.631,0.36,0.453,0.0686,0.0901,-12.938,0.049,0.0514,139.991,9
304.0,243520,0,1,4,0.00208,0.581,0.75,0.000442,0.109,-7.211,0.0304,0.325,132.195,5
305.0,240000,0,1,4,0.885,0.63,0.242,0.892,0.0904,-16.499,0.0303,0.134,108.023,10
306.0,416413,7,1,4,0.0058,0.806,0.777,0.93,0.11,-7.306,0.0518,0.079,123.007,9
307.0,210480,2,0,4,0.364,0.879,0.617,0.0203,0.117,-5.011,0.231,0.702,124.934,9
308.0,191307,0,0,4,0.312,0.511,0.873,0.000914,0.173,-5.324,0.0289,0.738,135.696,9
309.0,382840,7,1,4,0.0074,0.794,0.873,0.829,0.108,-7.969,0.0401,0.776,127.963,9
310.0,288000,5,1,4,0.000295,0.363,0.942,6.46e-06,0.329,-5.657,0.0605,0.323,163.235,9
311.0,458133,1,0,4,0.061,0.799,0.832,0.932,0.0914,-11.719,0.046,0.118,128.014,9
312.0,220446,3,0,4,0.992,0.0657,0.0739,0.934,0.119,-20.907,0.0454,0.0358,57.31,9
313.0,215053,4,0,4,0.0466,0.765,0.317,0.482,0.124,-12.178,0.0495,0.352,70.918,9
314.0,423680,4,0,4,0.000146,0.756,0.937,0.769,0.0938,-8.074,0.0407,0.307,129.995,11
315.0,239467,1,1,4,0.0536,0.816,0.711,0,0.129,-4.582,0.33,0.53,91.72,9
316.0,386267,2,1,4,0.000734,0.738,0.685,0.829,0.0982,-8.051,0.0488,0.143,128.987,9
317.0,39375,7,1,4,0.000269,0.58,0.853,0.016,0.356,-13.57,0.0869,0.0392,127.987,9
318.0,441600,0,0,4,0.053,0.512,0.565,0.867,0.111,-11.841,0.0356,0.053,125.014,9
320.0,273320,6,1,4,0.0974,0.672,0.62,0.773,0.0993,-8.642,0.0332,0.183,95.024,6
321.0,161067,11,1,4,0.116,0.423,0.95,0,0.324,-3.569,0.0825,0.612,163.874,9
322.0,318200,1,1,4,0.0407,0.731,0.761,0.878,0.51,-8.573,0.055,0.767,124.005,11
323.0,154827,3,0,4,0.181,0.69,0.959,0,0.364,-2.833,0.298,0.55,88.029,9
324.0,135120,5,1,4,0.487,0.604,0.571,0,0.0937,-9.606,0.225,0.562,124.875,9
325.0,332591,1,1,4,0.825,0.28,0.482,0.891,0.443,-15.975,0.0474,0.364,66.98,9
326.0,379920,10,0,4,0.00327,0.441,0.625,0.537,0.0975,-11.725,0.0362,0.205,108.696,8
327.0,364920,4,0,4,0.131,0.501,0.546,0.361,0.17,-13.82,0.0815,0.775,90.006,5
328.0,475787,5,1,4,0.000773,0.606,0.995,0.816,0.0965,-7.279,0.0435,0.148,140.011,8
329.0,126000,9,0,3,0.963,0.271,0.11,0.876,0.172,-23.762,0.0401,0.0349,115.111,11
330.0,478373,9,0,4,0.00293,0.64,0.995,0.89,0.134,-7.562,0.0488,0.106,138.004,9
331.0,216602,7,0,4,0.114,0.696,0.579,0,0.126,-4.079,0.0322,0.201,116.954,9
332.0,362093,0,0,3,0.814,0.483,0.0448,0.000575,0.116,-15.235,0.0366,0.218,112.794,5
333.0,203573,8,1,4,0.378,0.68,0.571,0,0.103,-7.054,0.222,0.0911,145.021,9
334.0,320000,9,0,4,0.0626,0.367,0.408,0.862,0.0936,-11.691,0.0304,0.0665,120.013,8
335.0,354213,11,0,4,0.198,0.775,0.805,0.111,0.0912,-8.594,0.0518,0.717,114.886,9
336.0,199653,8,0,4,0.145,0.451,0.62,0.0239,0.0677,-5.609,0.0361,0.5,123.487,15
337.0,231427,9,0,4,0.536,0.344,0.468,0.887,0.108,-15.347,0.0477,0.054,120.033,11
338.0,194785,8,1,4,0.369,0.743,0.239,0,0.159,-7.632,0.0384,0.236,93.881,9
340.0,599600,7,0,3,0.988,0.0649,0.067,0.879,0.113,-28.414,0.0468,0.0306,73.07,6
341.0,240800,0,1,4,0.0586,0.92,0.402,0.000434,0.0234,-16.656,0.0549,0.957,99.91,10
342.0,224533,11,0,4,0.125,0.813,0.703,1.26e-06,0.237,-5.077,0.268,0.241,94.828,9
343.0,479467,5,0,4,0.612,0.437,0.438,0.393,0.0736,-12.919,0.0444,0.845,174.256,8
344.0,363960,10,1,4,0.75,0.506,0.497,0.905,0.1,-21.268,0.0408,0.0788,145.006,10
345.0,391427,11,1,3,0.194,0.151,0.562,0.923,0.123,-11.455,0.0399,0.0387,136.066,10
346.0,269093,6,1,4,0.000287,0.601,0.773,0.481,0.112,-7.365,0.0318,0.38,122.004,9
347.0,489453,2,1,4,0.136,0.363,0.533,0,0.358,-8.319,0.0314,0.0693,144.005,10
348.0,278987,9,0,4,0.00538,0.652,0.694,0.822,0.196,-11.267,0.0713,0.456,91.007,10
349.0,343853,0,1,4,0.182,0.451,0.429,0.000967,0.094,-11.562,0.0316,0.254,128.401,10
350.0,127910,10,0,4,0.0459,0.49,0.928,0.945,0.338,-3.476,0.082,0.622,121.711,11
351.0,400630,10,0,4,0.00817,0.745,0.901,0.918,0.323,-8.149,0.108,0.0194,127.024,9
352.0,223847,5,0,4,0.0632,0.623,0.493,0,0.104,-7.727,0.0338,0.594,81.019,8
353.0,190483,0,1,4,0.24,0.823,0.744,1.01e-06,0.0533,-5.118,0.0785,0.588,103.087,9
354.0,257384,1,1,5,0.842,0.275,0.466,0.285,0.39,-5.161,0.0302,0.204,111.482,9
355.0,191550,8,1,4,0.0421,0.752,0.66,1.42e-05,0.384,-4.709,0.258,0.799,127.89,9
356.0,179746,7,1,4,0.0944,0.754,0.653,0,0.383,-5.095,0.0611,0.379,123.084,9
357.0,200307,3,1,4,0.525,0.616,0.474,0.19,0.348,-10.096,0.0338,0.918,130.554,9
358.0,260560,5,1,3,0.163,0.54,0.578,0.121,0.255,-11.825,0.0393,0.495,160.052,9
359.0,271893,2,0,3,0.968,0.101,0.0712,0.962,0.109,-24.396,0.044,0.0391,89.266,11
360.0,229373,9,1,4,0.0922,0.643,0.731,0,0.597,-7.215,0.285,0.788,191.84,9
362.0,298655,9,1,4,0.789,0.484,0.309,8.95e-05,0.199,-11.807,0.0323,0.228,108.127,10
363.0,127307,9,1,4,0.825,0.167,0.291,0.227,0.154,-13.586,0.0382,0.036,74.407,15
364.0,304773,1,1,4,0.00639,0.552,0.904,0.886,0.0361,-7.131,0.0714,0.134,124.728,14
366.0,224903,5,1,4,0.0251,0.338,0.889,0,0.141,-3.08,0.0515,0.131,155.003,9
367.0,192000,0,0,4,0.0148,0.478,0.957,0.000351,0.309,-2.994,0.0451,0.278,149.992,9
369.0,193481,1,1,4,0.0114,0.633,0.818,0,0.259,-5.437,0.0376,0.337,121.975,13
370.0,212040,6,1,4,0.226,0.744,0.397,0,0.124,-9.778,0.0296,0.289,109.841,9
371.0,226720,4,0,4,0.11,0.667,0.805,0,0.132,-3.449,0.24,0.385,184.117,5
372.0,283853,5,0,4,0.0353,0.804,0.924,0.649,0.134,-8.915,0.0602,0.7,119.973,11
373.0,400773,2,1,4,0.00575,0.751,0.894,0.811,0.116,-6.568,0.0568,0.37,129.998,9
374.0,125280,4,0,4,0.162,0.739,0.757,0.856,0.0763,-12.392,0.0496,0.23,90.0,9
375.0,430800,4,0,3,0.16,0.838,0.304,0.0257,0.0828,-9.975,0.0628,0.221,112.618,9
376.0,158407,6,1,4,0.0885,0.892,0.731,3.1e-05,0.121,-6.05,0.207,0.762,146.969,10
377.0,250288,11,0,4,0.1,0.695,0.957,0,0.072,-2.173,0.183,0.705,125.996,9
378.0,56500,4,1,4,0.333,0.778,0.699,5.61e-06,0.467,-6.793,0.034,0.904,120.001,10
379.0,342347,1,0,4,0.00419,0.549,0.67,0,0.441,-4.625,0.0649,0.387,114.904,14
380.0,254787,7,1,4,0.00142,0.552,0.803,0.836,0.174,-8.703,0.0474,0.657,120.027,10
381.0,703000,8,1,4,0.992,0.196,0.0605,0.887,0.409,-21.828,0.0449,0.0356,71.647,10
382.0,304876,6,0,4,0.00029,0.545,0.932,0.0429,0.307,-5.269,0.0404,0.413,135.067,9
384.0,62415,11,0,5,0.85,0.429,0.348,0.926,0.0948,-18.548,0.102,0.054,83.14,14
385.0,273167,5,0,4,0.427,0.627,0.762,0,0.6,-6.932,0.0527,0.216,93.014,10
386.0,267733,11,1,4,0.144,0.925,0.879,5.77e-05,0.205,-2.156,0.453,0.653,139.414,10
387.0,219000,2,0,4,0.436,0.753,0.664,0,0.251,-8.931,0.323,0.65,159.934,10
388.0,229747,6,1,4,0.00377,0.598,0.861,1.27e-05,0.219,-5.125,0.0367,0.376,120.023,11
389.0,294256,7,1,4,0.928,0.644,0.324,0.963,0.0933,-21.811,0.0502,0.523,91.365,14
390.0,240013,1,0,4,0.26,0.812,0.472,0,0.285,-6.806,0.0603,0.457,92.951,9
391.0,387892,0,0,4,0.304,0.739,0.327,0.872,0.0717,-21.067,0.087,0.513,75.026,10
392.0,382160,0,1,4,0.406,0.642,0.845,0.0616,0.0845,-4.764,0.0711,0.77,124.999,15
393.0,255683,9,1,4,0.0235,0.522,0.677,0,0.195,-7.165,0.0831,0.215,135.906,8
394.0,226933,10,0,4,0.00292,0.577,0.872,0.00827,0.346,-7.769,0.0457,0.777,150.066,9
395.0,205387,11,0,4,0.0526,0.443,0.797,0,0.0997,-5.329,0.0351,0.521,123.428,10
396.0,186062,10,0,4,0.155,0.717,0.741,0,0.133,-6.645,0.053,0.188,105.997,14
397.0,211253,1,1,4,0.298,0.77,0.827,0.000357,0.199,-8.754,0.0369,0.888,109.058,9
398.0,111929,11,0,4,0.322,0.719,0.677,0.764,0.115,-10.731,0.0996,0.909,137.978,6
399.0,228690,3,0,4,0.0036,0.658,0.983,0.0189,0.0915,-2.021,0.0534,0.326,126.018,10
400.0,422747,0,1,4,3.18e-05,0.778,0.89,0.925,0.0607,-9.71,0.0686,0.558,141.876,9
